game_name,player,period,timestamp_seconds,sitaution_type,detailable_type,shot_type,expected_goal_value,goal,x_shot,y_shot,on_net,net_x_coord,net_y_coord,blocked_by_opponent,one_timer,goalie_blocking_object
2018-11-02 - Windsor Spitfires at Kitchener Rangers,Alexei Lipanov,3,274,5 on 5,Shot,Fan,0.0509165,f,153,61,f,,,f,t,
2018-11-02 - Windsor Spitfires at Kitchener Rangers,Justin MacPherson,3,218,5 on 5,Shot,Slapshot,0.0188586,f,137,39,f,,,f,t,
2018-11-02 - Windsor Spitfires at Kitchener Rangers,Rickard Hugg,3,159,5 on 5,Shot,Wristshot,0.0862069,f,165,55,f,,,f,f,
2018-11-02 - Windsor Spitfires at Kitchener Rangers,Michael Vukojevic,3,138,6 on 5,Shot,Wristshot,0,f,160,10,t,41,6,f,f,left_pad
2018-11-02 - Windsor Spitfires at Kitchener Rangers,Riley Damiani,3,137,6 on 5,Shot,Wristshot,0.2470588,f,181,45,t,62,20,f,f,glove
2018-11-02 - Windsor Spitfires at Kitchener Rangers,Riley Damiani,3,123,6 on 4,Shot,Wristshot,0.0408163,f,148,21,f,,,f,f,
2018-11-02 - Windsor Spitfires at Kitchener Rangers,Greg Meireles,3,114,6 on 4,Shot,Slapshot,0,f,139,33,f,,,t,t,
2018-11-02 - Windsor Spitfires at Kitchener Rangers,Eric Guest,3,97,6 on 4,Shot,Wristshot,0.0408163,f,147,31,f,,,f,f,
2018-11-02 - Windsor Spitfires at Kitchener Rangers,Riley Damiani,3,90,6 on 4,Shot,Slapshot,0,f,157,22,f,,,t,t,
2018-11-02 - Windsor Spitfires at Kitchener Rangers,Rickard Hugg,3,79,6 on 4,Shot,Slapshot,0.1111111,f,162,69,t,20,7,f,t,right_pad
2018-11-02 - Windsor Spitfires at Kitchener Rangers,Eric Guest,3,75,6 on 4,Shot,Wristshot,0.0588235,f,170,40,f,,,t,f,
2018-11-02 - Windsor Spitfires at Kitchener Rangers,Joseph Garreffa,3,65,6 on 4,Shot,Fan,0.0408163,f,149,42,f,,,f,f,
2018-11-02 - Windsor Spitfires at Kitchener Rangers,Riley Damiani,3,42,6 on 4,Shot,Wristshot,0.2,f,184,42,t,50,4,f,f,stick
