Name,Team,Pos,Games,G,GPG,A,APG,Pts,ptsPG,PLMI,PLMIPG,PIM,PIMPG,SOG,SOGPG,GWG,PPG,PPGPG,PPA,PPAPG,PPP,PPPPG,SHG,SHGPG,SHA,SHAPG,Hits,HitsPG,BS,BSPG
Jonathan Huberdeau,FLA,LW,82,30,0.365853659,62,0.756097561,92,1.12195122,-14,-0.170731707,40,0.487804878,226,2.756097561,5,11,0.134146341,23,0.280487805,34,0.414634146,0,0,0,0,57,0.695121951,45,0.548780488
Blake Wheeler,WPG,RW,82,20,0.243902439,71,0.865853659,91,1.109756098,0,0,60,0.731707317,231,2.817073171,3,2,0.024390244,31,0.37804878,33,0.402439024,2,0.024390244,1,0.012195122,81,0.987804878,53,0.646341463
Alex Ovechkin,WAS,LW,81,51,0.62962963,38,0.469135802,89,1.098765432,7,0.086419753,40,0.49382716,338,4.172839506,5,18,0.222222222,10,0.12345679,28,0.345679012,0,0,0,0,223,2.75308642,41,0.50617284
John Tavares,TOR,C,82,47,0.573170732,41,0.5,88,1.073170732,19,0.231707317,34,0.414634146,286,3.487804878,8,10,0.12195122,9,0.109756098,19,0.231707317,0,0,0,0,59,0.719512195,53,0.646341463
Mikko Rantanen,COL,RW,74,31,0.418918919,56,0.756756757,87,1.175675676,13,0.175675676,54,0.72972973,193,2.608108108,4,16,0.216216216,17,0.22972973,33,0.445945946,0,0,0,0,59,0.797297297,41,0.554054054
Artemi Panarin,NYR,LW,79,28,0.35443038,59,0.746835443,87,1.101265823,14,0.17721519,23,0.291139241,191,2.417721519,8,6,0.075949367,12,0.151898734,18,0.227848101,0,0,0,0,14,0.17721519,17,0.215189873
Claude Giroux,PHI,C,82,22,0.268292683,63,0.768292683,85,1.036585366,9,0.109756098,24,0.292682927,229,2.792682927,4,2,0.024390244,21,0.256097561,23,0.280487805,1,0.012195122,0,0,28,0.341463415,19,0.231707317
Mark Scheifele,WPG,C,82,38,0.463414634,46,0.56097561,84,1.024390244,8,0.097560976,38,0.463414634,199,2.426829268,6,12,0.146341463,11,0.134146341,23,0.280487805,0,0,3,0.036585366,54,0.658536585,54,0.658536585
Sebastian Aho,CAR,LW,82,30,0.365853659,53,0.646341463,83,1.012195122,25,0.304878049,26,0.317073171,243,2.963414634,7,3,0.036585366,21,0.256097561,24,0.292682927,4,0.048780488,1,0.012195122,65,0.792682927,34,0.414634146
Brent Burns,SJ,D,82,16,0.195121951,67,0.817073171,83,1.012195122,13,0.158536585,34,0.414634146,300,3.658536585,6,7,0.085365854,21,0.256097561,28,0.341463415,1,0.012195122,4,0.048780488,90,1.097560976,105,1.280487805
Sean Monahan,CGY,C,78,34,0.435897436,48,0.615384615,82,1.051282051,7,0.08974359,12,0.153846154,211,2.705128205,5,12,0.153846154,11,0.141025641,23,0.294871795,0,0,0,0,36,0.461538462,24,0.307692308
Jack Eichel,BUF,C,77,28,0.363636364,54,0.701298701,82,1.064935065,-11,-0.142857143,26,0.337662338,303,3.935064935,2,8,0.103896104,18,0.233766234,26,0.337662338,0,0,0,0,70,0.909090909,51,0.662337662
Phil Kessel,ARI,RW,82,27,0.329268293,55,0.670731707,82,1,-19,-0.231707317,28,0.341463415,215,2.62195122,10,12,0.146341463,24,0.292682927,36,0.43902439,0,0,0,0,12,0.146341463,18,0.219512195
David Pastrnak,BOS,RW,66,38,0.575757576,43,0.651515152,81,1.227272727,6,0.090909091,32,0.484848485,235,3.560606061,4,17,0.257575758,16,0.242424242,33,0.5,0,0,0,0,57,0.863636364,25,0.378787879
Jonathan Toews,CHI,C,82,35,0.426829268,46,0.56097561,81,0.987804878,2,0.024390244,40,0.487804878,235,2.865853659,5,9,0.109756098,14,0.170731707,23,0.280487805,1,0.012195122,0,0,42,0.512195122,44,0.536585366
Tyler Seguin,DAL,C,82,33,0.402439024,47,0.573170732,80,0.975609756,17,0.207317073,18,0.219512195,334,4.073170732,8,9,0.109756098,18,0.219512195,27,0.329268293,0,0,0,0,74,0.902439024,47,0.573170732
Patrice Bergeron,BOS,C,65,32,0.492307692,47,0.723076923,79,1.215384615,23,0.353846154,30,0.461538462,205,3.153846154,3,9,0.138461538,18,0.276923077,27,0.415384615,4,0.061538462,3,0.046153846,43,0.661538462,60,0.923076923
Elias Lindholm,CGY,RW,81,27,0.333333333,51,0.62962963,78,0.962962963,30,0.37037037,20,0.24691358,182,2.24691358,5,9,0.111111111,17,0.209876543,26,0.320987654,1,0.012345679,3,0.037037037,82,1.012345679,39,0.481481481
Matthew Tkachuk,CGY,LW,80,34,0.425,43,0.5375,77,0.9625,14,0.175,62,0.775,207,2.5875,2,11,0.1375,13,0.1625,24,0.3,0,0,0,0,104,1.3,13,0.1625
Ryan O'Reilly,STL,C,82,28,0.341463415,49,0.597560976,77,0.93902439,22,0.268292683,12,0.146341463,234,2.853658537,5,6,0.073170732,16,0.195121951,22,0.268292683,1,0.012195122,2,0.024390244,31,0.37804878,36,0.43902439
Alex DeBrincat,CHI,RW,82,41,0.5,35,0.426829268,76,0.926829268,0,0,15,0.182926829,220,2.682926829,3,13,0.158536585,11,0.134146341,24,0.292682927,0,0,0,0,35,0.426829268,26,0.317073171
Jake Guentzel,PIT,LW,82,40,0.487804878,36,0.43902439,76,0.926829268,13,0.158536585,26,0.317073171,227,2.768292683,4,6,0.073170732,5,0.06097561,11,0.134146341,1,0.012195122,0,0,105,1.280487805,47,0.573170732
Sean Couturier,PHI,C,80,33,0.4125,43,0.5375,76,0.95,2,0.025,34,0.425,223,2.7875,5,8,0.1,9,0.1125,17,0.2125,1,0.0125,0,0,40,0.5,60,0.75
Teuvo Teravainen,CAR,C,82,21,0.256097561,55,0.670731707,76,0.926829268,30,0.365853659,12,0.146341463,167,2.036585366,1,8,0.097560976,16,0.195121951,24,0.292682927,1,0.012195122,4,0.048780488,35,0.426829268,23,0.280487805
Gabriel Landeskog,COL,LW,73,34,0.465753425,41,0.561643836,75,1.02739726,17,0.232876712,51,0.698630137,243,3.328767123,9,10,0.136986301,17,0.232876712,27,0.369863014,0,0,0,0,120,1.643835616,64,0.876712329
Tomas Hertl,SJ,LW,77,35,0.454545455,39,0.506493506,74,0.961038961,5,0.064935065,18,0.233766234,176,2.285714286,5,11,0.142857143,4,0.051948052,15,0.194805195,1,0.012987013,1,0.012987013,53,0.688311688,64,0.831168831
Mika Zibanejad,NYR,C,82,30,0.365853659,44,0.536585366,74,0.902439024,-12,-0.146341463,47,0.573170732,236,2.87804878,5,11,0.134146341,12,0.146341463,23,0.280487805,2,0.024390244,0,0,134,1.634146341,66,0.804878049
Nicklas Backstrom,WAS,C,80,22,0.275,52,0.65,74,0.925,2,0.025,30,0.375,169,2.1125,5,7,0.0875,18,0.225,25,0.3125,0,0,0,0,54,0.675,30,0.375
Mark Giordano,CGY,D,78,17,0.217948718,57,0.730769231,74,0.948717949,39,0.5,69,0.884615385,221,2.833333333,2,3,0.038461538,18,0.230769231,21,0.269230769,4,0.051282051,2,0.025641026,58,0.743589744,144,1.846153846
Auston Matthews,TOR,C,68,37,0.544117647,36,0.529411765,73,1.073529412,-9,-0.132352941,12,0.176470588,251,3.691176471,5,12,0.176470588,8,0.117647059,20,0.294117647,0,0,0,0,28,0.411764706,60,0.882352941
Mark Stone,VGK,RW,77,33,0.428571429,40,0.519480519,73,0.948051948,17,0.220779221,27,0.350649351,199,2.584415584,4,6,0.077922078,14,0.181818182,20,0.25974026,1,0.012987013,0,0,72,0.935064935,71,0.922077922
Dylan Larkin,DET,C,76,32,0.421052632,41,0.539473684,73,0.960526316,-6,-0.078947368,75,0.986842105,287,3.776315789,4,7,0.092105263,8,0.105263158,15,0.197368421,2,0.026315789,1,0.013157895,80,1.052631579,38,0.5
David Krejci,BOS,C,81,20,0.24691358,53,0.654320988,73,0.901234568,7,0.086419753,16,0.197530864,139,1.716049383,4,6,0.074074074,10,0.12345679,16,0.197530864,0,0,0,0,28,0.345679012,24,0.296296296
Alexander Radulov,DAL,RW,70,29,0.414285714,43,0.614285714,72,1.028571429,22,0.314285714,54,0.771428571,209,2.985714286,7,7,0.1,16,0.228571429,23,0.328571429,0,0,0,0,60,0.857142857,83,1.185714286
Max Domi,MON,C,82,28,0.341463415,44,0.536585366,72,0.87804878,20,0.243902439,80,0.975609756,203,2.475609756,2,4,0.048780488,7,0.085365854,11,0.134146341,0,0,0,0,53,0.646341463,39,0.475609756
Evgeny Kuznetsov,WAS,C,76,21,0.276315789,51,0.671052632,72,0.947368421,7,0.092105263,50,0.657894737,193,2.539473684,3,8,0.105263158,15,0.197368421,23,0.302631579,0,0,0,0,46,0.605263158,20,0.263157895
Evgeni Malkin,PIT,C,68,21,0.308823529,51,0.75,72,1.058823529,-25,-0.367647059,89,1.308823529,187,2.75,5,9,0.132352941,17,0.25,26,0.382352941,0,0,0,0,54,0.794117647,33,0.485294118
Morgan Rielly,TOR,D,82,20,0.243902439,52,0.634146341,72,0.87804878,24,0.292682927,14,0.170731707,223,2.719512195,5,3,0.036585366,18,0.219512195,21,0.256097561,0,0,0,0,61,0.743902439,114,1.390243902
Mike Hoffman,FLA,LW,82,36,0.43902439,34,0.414634146,70,0.853658537,-24,-0.292682927,30,0.365853659,253,3.085365854,6,17,0.207317073,18,0.219512195,35,0.426829268,0,0,0,0,42,0.512195122,26,0.317073171
Matt Duchene,NSH,C,73,31,0.424657534,39,0.534246575,70,0.95890411,-3,-0.04109589,8,0.109589041,172,2.356164384,1,6,0.082191781,8,0.109589041,14,0.191780822,0,0,0,0,28,0.383561644,40,0.547945205
Evgenii Dadonov,FLA,RW,82,28,0.341463415,42,0.512195122,70,0.853658537,-6,-0.073170732,8,0.097560976,195,2.37804878,4,8,0.097560976,9,0.109756098,17,0.207317073,0,0,0,0,33,0.402439024,42,0.512195122
Logan Couture,SJ,C,81,27,0.333333333,43,0.530864198,70,0.864197531,-6,-0.074074074,22,0.271604938,204,2.518518519,3,6,0.074074074,12,0.148148148,18,0.222222222,2,0.024691358,0,0,65,0.802469136,52,0.641975309
John Carlson,WAS,D,80,13,0.1625,57,0.7125,70,0.875,21,0.2625,34,0.425,185,2.3125,1,3,0.0375,30,0.375,33,0.4125,0,0,0,0,54,0.675,164,2.05
Cam Atkinson,CLS,RW,80,41,0.5125,28,0.35,69,0.8625,3,0.0375,20,0.25,295,3.6875,8,8,0.1,6,0.075,14,0.175,4,0.05,0,0,27,0.3375,25,0.3125
Ryan Nugent-Hopkins,EDM,LW,82,28,0.341463415,41,0.5,69,0.841463415,-13,-0.158536585,26,0.317073171,208,2.536585366,3,8,0.097560976,18,0.219512195,26,0.317073171,1,0.012195122,2,0.024390244,69,0.841463415,40,0.487804878
Vladimir Tarasenko,STL,RW,76,33,0.434210526,35,0.460526316,68,0.894736842,8,0.105263158,22,0.289473684,275,3.618421053,5,12,0.157894737,10,0.131578947,22,0.289473684,0,0,0,0,88,1.157894737,40,0.526315789
Kyle Connor,WPG,LW,82,34,0.414634146,32,0.390243902,66,0.804878049,-7,-0.085365854,18,0.219512195,227,2.768292683,5,11,0.134146341,8,0.097560976,19,0.231707317,1,0.012195122,0,0,9,0.109756098,21,0.256097561
Timo Meier,SJ,LW,78,30,0.384615385,36,0.461538462,66,0.846153846,9,0.115384615,55,0.705128205,250,3.205128205,2,6,0.076923077,4,0.051282051,10,0.128205128,0,0,1,0.012820513,99,1.269230769,40,0.512820513
Elias Pettersson,VAN,C,71,28,0.394366197,38,0.535211268,66,0.929577465,3,0.042253521,12,0.169014085,144,2.028169014,7,10,0.14084507,12,0.169014085,22,0.309859155,0,0,0,0,42,0.591549296,51,0.718309859
Jakub Voracek,PHI,LW,78,20,0.256410256,46,0.58974359,66,0.846153846,-16,-0.205128205,25,0.320512821,210,2.692307692,2,4,0.051282051,14,0.179487179,18,0.230769231,0,0,0,0,17,0.217948718,29,0.371794872
Sam Reinhart,BUF,C,82,22,0.268292683,43,0.524390244,65,0.792682927,-10,-0.12195122,16,0.195121951,180,2.195121951,1,2,0.024390244,13,0.158536585,15,0.182926829,0,0,0,0,38,0.463414634,47,0.573170732
Joe Pavelski,DAL,C,75,38,0.506666667,26,0.346666667,64,0.853333333,-4,-0.053333333,22,0.293333333,188,2.506666667,6,12,0.16,9,0.12,21,0.28,1,0.013333333,0,0,69,0.92,61,0.813333333
Ryan Johansen,NSH,C,80,14,0.175,50,0.625,64,0.8,7,0.0875,42,0.525,136,1.7,6,0,0,16,0.2,16,0.2,1,0.0125,1,0.0125,95,1.1875,23,0.2875
Jeff Skinner,BUF,LW,82,40,0.487804878,23,0.280487805,63,0.768292683,0,0,36,0.43902439,268,3.268292683,7,8,0.097560976,8,0.097560976,16,0.195121951,0,0,0,0,31,0.37804878,24,0.292682927
Mathew Barzal,NYI,C,82,18,0.219512195,44,0.536585366,62,0.756097561,-5,-0.06097561,46,0.56097561,179,2.182926829,3,3,0.036585366,15,0.182926829,18,0.219512195,0,0,0,0,25,0.304878049,56,0.682926829
Keith Yandle,FLA,D,82,9,0.109756098,53,0.646341463,62,0.756097561,-17,-0.207317073,50,0.609756098,199,2.426829268,2,7,0.085365854,32,0.390243902,39,0.475609756,0,0,0,0,47,0.573170732,76,0.926829268
Zach Parise,MIN,LW,74,28,0.378378378,33,0.445945946,61,0.824324324,-2,-0.027027027,26,0.351351351,229,3.094594595,5,10,0.135135135,6,0.081081081,16,0.216216216,0,0,2,0.027027027,49,0.662162162,71,0.959459459
Pierre-Luc Dubois,CLS,LW,82,27,0.329268293,34,0.414634146,61,0.743902439,16,0.195121951,64,0.780487805,174,2.12195122,5,2,0.024390244,7,0.085365854,9,0.109756098,0,0,0,0,115,1.402439024,52,0.634146341
Bo Horvat,VAN,C,82,27,0.329268293,34,0.414634146,61,0.743902439,-4,-0.048780488,33,0.402439024,227,2.768292683,3,7,0.085365854,11,0.134146341,18,0.219512195,2,0.024390244,1,0.012195122,62,0.756097561,63,0.768292683
Anze Kopitar,LA,C,81,22,0.271604938,38,0.469135802,60,0.740740741,-20,-0.24691358,30,0.37037037,156,1.925925926,3,1,0.012345679,18,0.222222222,19,0.234567901,2,0.024691358,0,0,59,0.728395062,66,0.814814815
Gustav Nyquist,CLS,RW,81,22,0.271604938,38,0.469135802,60,0.740740741,1,0.012345679,12,0.148148148,204,2.518518519,3,2,0.024691358,10,0.12345679,12,0.148148148,0,0,0,0,36,0.444444444,23,0.283950617
Erik Gustafsson,CHI,D,79,17,0.215189873,43,0.544303797,60,0.759493671,-6,-0.075949367,34,0.430379747,160,2.025316456,3,4,0.050632911,14,0.17721519,18,0.227848101,0,0,0,0,100,1.265822785,115,1.455696203
Jonathan Marchessault,VGK,LW,82,25,0.304878049,34,0.414634146,59,0.719512195,2,0.024390244,52,0.634146341,278,3.390243902,6,5,0.06097561,11,0.134146341,16,0.195121951,0,0,0,0,98,1.195121951,22,0.268292683
Tyson Barrie,TOR,D,78,14,0.179487179,45,0.576923077,59,0.756410256,-3,-0.038461538,36,0.461538462,218,2.794871795,2,2,0.025641026,23,0.294871795,25,0.320512821,0,0,0,0,48,0.615384615,93,1.192307692
Tomas Tatar,MON,LW,80,25,0.3125,33,0.4125,58,0.725,21,0.2625,34,0.425,195,2.4375,4,4,0.05,4,0.05,8,0.1,0,0,0,0,77,0.9625,30,0.375
Dylan Strome,CHI,C,78,20,0.256410256,37,0.474358974,57,0.730769231,-8,-0.102564103,20,0.256410256,145,1.858974359,3,6,0.076923077,10,0.128205128,16,0.205128205,0,0,0,0,13,0.166666667,46,0.58974359
Evander Kane,SJ,LW,75,30,0.4,26,0.346666667,56,0.746666667,-4,-0.053333333,153,2.04,268,3.573333333,1,5,0.066666667,6,0.08,11,0.146666667,1,0.013333333,1,0.013333333,173,2.306666667,25,0.333333333
Ryan Dzingel,CAR,C,78,26,0.333333333,30,0.384615385,56,0.717948718,-9,-0.115384615,29,0.371794872,159,2.038461538,5,5,0.064102564,6,0.076923077,11,0.141025641,0,0,0,0,54,0.692307692,38,0.487179487
Brock Boeser,VAN,RW,69,26,0.376811594,30,0.434782609,56,0.811594203,-2,-0.028985507,22,0.31884058,209,3.028985507,3,6,0.086956522,9,0.130434783,15,0.217391304,0,0,0,0,14,0.202898551,22,0.31884058
William Karlsson,VGK,C,82,24,0.292682927,32,0.390243902,56,0.682926829,1,0.012195122,16,0.195121951,169,2.06097561,5,7,0.085365854,7,0.085365854,14,0.170731707,1,0.012195122,2,0.024390244,51,0.62195122,55,0.670731707
Kevin Labanc,SJ,RW,82,17,0.207317073,39,0.475609756,56,0.682926829,-1,-0.012195122,36,0.43902439,130,1.585365854,4,2,0.024390244,18,0.219512195,20,0.243902439,0,0,0,0,66,0.804878049,16,0.195121951
Josh Bailey,NYI,LW,82,16,0.195121951,40,0.487804878,56,0.682926829,8,0.097560976,21,0.256097561,126,1.536585366,4,2,0.024390244,12,0.146341463,14,0.170731707,1,0.012195122,0,0,19,0.231707317,32,0.390243902
Kris Letang,PIT,D,65,16,0.246153846,40,0.615384615,56,0.861538462,13,0.2,48,0.738461538,206,3.169230769,3,2,0.030769231,17,0.261538462,19,0.292307692,1,0.015384615,1,0.015384615,116,1.784615385,111,1.707692308
Roman Josi,NSH,D,82,15,0.182926829,41,0.5,56,0.682926829,9,0.109756098,42,0.512195122,274,3.341463415,4,2,0.024390244,10,0.12195122,12,0.146341463,0,0,1,0.012195122,53,0.646341463,144,1.756097561
Kevin Hayes,PHI,C,71,19,0.267605634,36,0.507042254,55,0.774647887,-2,-0.028169014,12,0.169014085,156,2.197183099,2,3,0.042253521,8,0.112676056,11,0.154929577,2,0.028169014,1,0.014084507,58,0.816901408,15,0.211267606
Thomas Chabot,OTT,D,70,14,0.2,41,0.585714286,55,0.785714286,-12,-0.171428571,32,0.457142857,185,2.642857143,2,1,0.014285714,15,0.214285714,16,0.228571429,1,0.014285714,0,0,71,1.014285714,112,1.6
Andreas Athanasiou,DET,C,76,30,0.394736842,24,0.315789474,54,0.710526316,-9,-0.118421053,38,0.5,216,2.842105263,4,3,0.039473684,8,0.105263158,11,0.144736842,0,0,0,0,33,0.434210526,26,0.342105263
T.J. Oshie,WAS,RW,69,25,0.362318841,29,0.420289855,54,0.782608696,5,0.072463768,36,0.52173913,143,2.072463768,4,6,0.086956522,8,0.115942029,14,0.202898551,1,0.014492754,0,0,133,1.927536232,55,0.797101449
Brayden Schenn,STL,LW,72,17,0.236111111,37,0.513888889,54,0.75,3,0.041666667,40,0.555555556,159,2.208333333,5,4,0.055555556,8,0.111111111,12,0.166666667,0,0,0,0,111,1.541666667,31,0.430555556
Mikael Granlund,NSH,C,79,16,0.202531646,38,0.481012658,54,0.683544304,-8,-0.101265823,24,0.303797468,189,2.392405063,5,2,0.025316456,18,0.227848101,20,0.253164557,2,0.025316456,0,0,46,0.582278481,40,0.506329114
Victor Hedman,TB,D,70,12,0.171428571,42,0.6,54,0.771428571,24,0.342857143,44,0.628571429,182,2.6,4,2,0.028571429,23,0.328571429,25,0.357142857,0,0,1,0.014285714,59,0.842857143,97,1.385714286
Jamie Benn,DAL,C,78,27,0.346153846,26,0.333333333,53,0.679487179,14,0.179487179,56,0.717948718,189,2.423076923,2,8,0.102564103,3,0.038461538,11,0.141025641,0,0,0,0,142,1.820512821,71,0.91025641
Brock Nelson,NYI,C,82,25,0.304878049,28,0.341463415,53,0.646341463,20,0.243902439,28,0.341463415,181,2.207317073,3,2,0.024390244,6,0.073170732,8,0.097560976,1,0.012195122,0,0,51,0.62195122,55,0.670731707
Nino Niederreiter,CAR,RW,82,23,0.280487805,30,0.365853659,53,0.646341463,-4,-0.048780488,30,0.365853659,184,2.243902439,3,6,0.073170732,9,0.109756098,15,0.182926829,0,0,0,0,94,1.146341463,20,0.243902439
Justin Williams,FA,RW,82,23,0.280487805,30,0.365853659,53,0.646341463,-4,-0.048780488,44,0.536585366,237,2.890243902,5,9,0.109756098,5,0.06097561,14,0.170731707,0,0,0,0,55,0.670731707,32,0.390243902
Reilly Smith,VGK,RW,74,19,0.256756757,34,0.459459459,53,0.716216216,13,0.175675676,14,0.189189189,178,2.405405405,1,4,0.054054054,10,0.135135135,14,0.189189189,1,0.013513514,3,0.040540541,39,0.527027027,33,0.445945946
Jonathan Drouin,MON,C,81,18,0.222222222,35,0.432098765,53,0.654320988,-8,-0.098765432,26,0.320987654,190,2.345679012,3,3,0.037037037,13,0.160493827,16,0.197530864,0,0,0,0,55,0.679012346,23,0.283950617
Phillip Danault,MON,C,81,12,0.148148148,41,0.50617284,53,0.654320988,17,0.209876543,39,0.481481481,132,1.62962963,1,0,0,4,0.049382716,4,0.049382716,0,0,2,0.024691358,95,1.172839506,60,0.740740741
Torey Krug,BOS,D,64,6,0.09375,47,0.734375,53,0.828125,-2,-0.03125,33,0.515625,151,2.359375,2,2,0.03125,28,0.4375,30,0.46875,0,0,0,0,53,0.828125,60,0.9375
Brendan Gallagher,MON,RW,82,33,0.402439024,19,0.231707317,52,0.634146341,10,0.12195122,49,0.597560976,302,3.682926829,4,4,0.048780488,3,0.036585366,7,0.085365854,0,0,0,0,126,1.536585366,31,0.37804878
Chris Kreider,NYR,LW,79,28,0.35443038,24,0.303797468,52,0.658227848,4,0.050632911,57,0.721518987,201,2.544303797,2,7,0.088607595,5,0.063291139,12,0.151898734,0,0,0,0,159,2.012658228,49,0.620253165
Eric Staal,MIN,C,81,22,0.271604938,30,0.37037037,52,0.641975309,-7,-0.086419753,34,0.419753086,215,2.654320988,6,7,0.086419753,8,0.098765432,15,0.185185185,0,0,1,0.012345679,41,0.50617284,28,0.345679012
Alex Tuch,VGK,RW,74,20,0.27027027,32,0.432432432,52,0.702702703,13,0.175675676,8,0.108108108,180,2.432432432,6,3,0.040540541,3,0.040540541,6,0.081081081,0,0,0,0,92,1.243243243,40,0.540540541
Anders Lee,NYI,C,82,28,0.341463415,23,0.280487805,51,0.62195122,20,0.243902439,58,0.707317073,204,2.487804878,5,10,0.12195122,6,0.073170732,16,0.195121951,0,0,0,0,103,1.256097561,51,0.62195122
Dustin Brown,LA,RW,72,22,0.305555556,29,0.402777778,51,0.708333333,-17,-0.236111111,24,0.333333333,180,2.5,3,9,0.125,3,0.041666667,12,0.166666667,1,0.013888889,1,0.013888889,150,2.083333333,29,0.402777778
Joe Thornton,SJ,C,73,16,0.219178082,35,0.479452055,51,0.698630137,8,0.109589041,20,0.273972603,90,1.232876712,4,3,0.04109589,12,0.164383562,15,0.205479452,0,0,0,0,17,0.232876712,14,0.191780822
Patrik Laine,WPG,RW,82,30,0.365853659,20,0.243902439,50,0.609756098,-24,-0.292682927,42,0.512195122,245,2.987804878,3,15,0.182926829,8,0.097560976,23,0.280487805,0,0,0,0,70,0.853658537,44,0.536585366
Filip Forsberg,NSH,RW,64,28,0.4375,22,0.34375,50,0.78125,8,0.125,26,0.40625,217,3.390625,4,7,0.109375,3,0.046875,10,0.15625,2,0.03125,0,0,100,1.5625,29,0.453125
Kyle Palmieri,NJ,RW,74,27,0.364864865,23,0.310810811,50,0.675675676,-9,-0.121621622,42,0.567567568,224,3.027027027,2,11,0.148648649,7,0.094594595,18,0.243243243,0,0,0,0,98,1.324324324,35,0.472972973
Jacob Trouba,NYR,D,82,8,0.097560976,42,0.512195122,50,0.609756098,8,0.097560976,58,0.707317073,162,1.975609756,1,3,0.036585366,15,0.182926829,18,0.219512195,1,0.012195122,2,0.024390244,112,1.365853659,171,2.085365854
Travis Konecny,PHI,C,82,24,0.292682927,25,0.304878049,49,0.597560976,-4,-0.048780488,40,0.487804878,182,2.219512195,3,4,0.048780488,4,0.048780488,8,0.097560976,0,0,0,0,65,0.792682927,45,0.548780488
Carl Soderberg,ARI,C,82,23,0.280487805,26,0.317073171,49,0.597560976,-5,-0.06097561,26,0.317073171,188,2.292682927,2,2,0.024390244,8,0.097560976,10,0.12195122,3,0.036585366,0,0,99,1.207317073,67,0.817073171
Viktor Arvidsson,NSH,LW,58,34,0.586206897,14,0.24137931,48,0.827586207,12,0.206896552,26,0.448275862,195,3.362068966,7,3,0.051724138,1,0.017241379,4,0.068965517,2,0.034482759,1,0.017241379,18,0.310344828,23,0.396551724
James van Riemsdyk,PHI,LW,66,27,0.409090909,21,0.318181818,48,0.727272727,-10,-0.151515152,18,0.272727273,167,2.53030303,4,8,0.121212121,5,0.075757576,13,0.196969697,0,0,0,0,34,0.515151515,16,0.242424242
Anthony Mantha,DET,RW,67,25,0.373134328,23,0.343283582,48,0.71641791,-8,-0.119402985,30,0.447761194,198,2.955223881,1,7,0.104477612,6,0.089552239,13,0.194029851,0,0,0,0,67,1,23,0.343283582
Yanni Gourde,TB,LW,80,22,0.275,26,0.325,48,0.6,9,0.1125,66,0.825,130,1.625,5,5,0.0625,4,0.05,9,0.1125,1,0.0125,1,0.0125,83,1.0375,30,0.375
Ryan Getzlaf,ANH,C,67,14,0.208955224,34,0.507462687,48,0.71641791,-19,-0.28358209,58,0.865671642,133,1.985074627,2,1,0.014925373,10,0.149253731,11,0.164179104,0,0,0,0,150,2.23880597,74,1.104477612
Chris Tierney,OTT,C,81,9,0.111111111,39,0.481481481,48,0.592592593,-22,-0.271604938,26,0.320987654,116,1.432098765,1,0,0,10,0.12345679,10,0.12345679,0,0,0,0,30,0.37037037,54,0.666666667
Tyler Johnson,TB,C,80,29,0.3625,18,0.225,47,0.5875,15,0.1875,28,0.35,163,2.0375,4,1,0.0125,7,0.0875,8,0.1,1,0.0125,0,0,50,0.625,32,0.4
Josh Anderson,CLS,RW,82,27,0.329268293,20,0.243902439,47,0.573170732,25,0.304878049,60,0.731707317,230,2.804878049,5,3,0.036585366,4,0.048780488,7,0.085365854,2,0.024390244,1,0.012195122,214,2.609756098,40,0.487804878
Jakub Vrana,WAS,RW,82,24,0.292682927,23,0.280487805,47,0.573170732,20,0.243902439,27,0.329268293,161,1.963414634,4,1,0.012195122,3,0.036585366,4,0.048780488,0,0,0,0,47,0.573170732,32,0.390243902
Brandon Saad,CHI,LW,80,23,0.2875,24,0.3,47,0.5875,-9,-0.1125,12,0.15,195,2.4375,3,5,0.0625,1,0.0125,6,0.075,3,0.0375,0,0,52,0.65,25,0.3125
Mikael Backlund,CGY,C,77,21,0.272727273,26,0.337662338,47,0.61038961,34,0.441558442,52,0.675324675,205,2.662337662,4,1,0.012987013,1,0.012987013,2,0.025974026,1,0.012987013,1,0.012987013,52,0.675324675,26,0.337662338
Tyler Bertuzzi,DET,LW,73,21,0.287671233,26,0.356164384,47,0.643835616,11,0.150684932,36,0.493150685,131,1.794520548,4,3,0.04109589,3,0.04109589,6,0.082191781,0,0,0,0,76,1.04109589,39,0.534246575
Andrew Shaw,CHI,C,63,19,0.301587302,28,0.444444444,47,0.746031746,17,0.26984127,71,1.126984127,135,2.142857143,3,3,0.047619048,3,0.047619048,6,0.095238095,0,0,0,0,128,2.031746032,36,0.571428571
Nico Hischier,NJ,C,69,17,0.246376812,30,0.434782609,47,0.68115942,0,0,24,0.347826087,160,2.31884058,3,3,0.043478261,8,0.115942029,11,0.15942029,0,0,0,0,53,0.768115942,44,0.637681159
Clayton Keller,ARI,C,82,14,0.170731707,33,0.402439024,47,0.573170732,-21,-0.256097561,24,0.292682927,200,2.43902439,5,1,0.012195122,18,0.219512195,19,0.231707317,0,0,0,0,16,0.195121951,21,0.256097561
J.T. Miller,VAN,C,75,13,0.173333333,34,0.453333333,47,0.626666667,8,0.106666667,30,0.4,108,1.44,4,4,0.053333333,16,0.213333333,20,0.266666667,0,0,0,0,115,1.533333333,23,0.306666667
Ryan Suter,MIN,D,82,7,0.085365854,40,0.487804878,47,0.573170732,-8,-0.097560976,41,0.5,136,1.658536585,2,3,0.036585366,12,0.146341463,15,0.182926829,1,0.012195122,1,0.012195122,78,0.951219512,109,1.329268293
