Name,Team,Pos,Games,G,GPG,A,APG,Pts,ptsPG,PLMI,PLMIPG,PIM,PIMPG,SOG,SOGPG,GWG,PPG,PPGPG,PPA,PPAPG,PPP,PPPPG,SHG,SHGPG,SHA,SHAPG,Hits,HitsPG,BS,BSPG
Antoine Roussel,VAN,LW,65,9,0.138461538,22,0.338461538,31,0.476923077,5,0.076923077,118,1.815384615,84,1.292307692,1,0,0,0,0,0,0,0,0,0,0,87,1.338461538,50,0.769230769
P.K. Subban,NJ,D,63,9,0.142857143,22,0.349206349,31,0.492063492,5,0.079365079,60,0.952380952,168,2.666666667,1,2,0.031746032,8,0.126984127,10,0.158730159,1,0.015873016,0,0,56,0.888888889,75,1.19047619
Nick Ritchie,ANH,LW,60,9,0.15,22,0.366666667,31,0.516666667,6,0.1,82,1.366666667,96,1.6,2,2,0.033333333,7,0.116666667,9,0.15,0,0,0,0,123,2.05,31,0.516666667
Jaccob Slavin,CAR,D,82,8,0.097560976,23,0.280487805,31,0.37804878,0,0,18,0.219512195,146,1.780487805,1,5,0.06097561,2,0.024390244,7,0.085365854,1,0.012195122,1,0.012195122,70,0.853658537,133,1.62195122
Josh Morrissey,WPG,D,59,6,0.101694915,25,0.423728814,31,0.525423729,9,0.152542373,14,0.237288136,95,1.610169492,2,3,0.050847458,7,0.118644068,10,0.169491525,1,0.016949153,1,0.016949153,55,0.93220339,107,1.813559322
Dustin Byfuglien,WPG,D,42,4,0.095238095,27,0.642857143,31,0.738095238,4,0.095238095,69,1.642857143,115,2.738095238,1,1,0.023809524,15,0.357142857,16,0.380952381,0,0,0,0,77,1.833333333,51,1.214285714
Marcus Sorensen,SJ,RW,80,17,0.2125,13,0.1625,30,0.375,10,0.125,23,0.2875,100,1.25,1,0,0,0,0,0,0,1,0.0125,1,0.0125,88,1.1,29,0.3625
Wayne Simmonds,NJ,RW,79,17,0.215189873,13,0.164556962,30,0.379746835,-16,-0.202531646,99,1.253164557,157,1.987341772,2,5,0.063291139,3,0.037974684,8,0.101265823,0,0,0,0,137,1.734177215,28,0.35443038
Colton Sissons,NSH,RW,75,15,0.2,15,0.2,30,0.4,20,0.266666667,23,0.306666667,111,1.48,3,1,0.013333333,1,0.013333333,2,0.026666667,0,0,1,0.013333333,109,1.453333333,52,0.693333333
Mathieu Perreault,WPG,C,82,15,0.182926829,15,0.182926829,30,0.365853659,-1,-0.012195122,44,0.536585366,95,1.158536585,3,4,0.048780488,3,0.036585366,7,0.085365854,0,0,0,0,127,1.548780488,25,0.304878049
Radek Faksa,DAL,C,81,15,0.185185185,15,0.185185185,30,0.37037037,-3,-0.037037037,54,0.666666667,114,1.407407407,1,1,0.012345679,2,0.024691358,3,0.037037037,1,0.012345679,1,0.012345679,103,1.271604938,65,0.802469136
Marcus Johansson,BUF,LW,58,13,0.224137931,17,0.293103448,30,0.517241379,-16,-0.275862069,8,0.137931034,115,1.982758621,1,2,0.034482759,7,0.120689655,9,0.155172414,0,0,0,0,28,0.482758621,24,0.413793103
Nate Schmidt,VGK,D,61,9,0.147540984,21,0.344262295,30,0.491803279,22,0.360655738,8,0.131147541,112,1.836065574,1,1,0.016393443,7,0.114754098,8,0.131147541,0,0,0,0,37,0.606557377,100,1.639344262
Will Butcher,NJ,D,78,4,0.051282051,26,0.333333333,30,0.384615385,-17,-0.217948718,18,0.230769231,108,1.384615385,1,1,0.012820513,13,0.166666667,14,0.179487179,0,0,0,0,38,0.487179487,74,0.948717949
Anthony DeAngelo,NYR,D,61,4,0.06557377,26,0.426229508,30,0.491803279,6,0.098360656,77,1.262295082,111,1.819672131,0,0,0,10,0.163934426,10,0.163934426,0,0,0,0,54,0.885245902,82,1.344262295
Jake Gardiner,CAR,D,62,3,0.048387097,27,0.435483871,30,0.483870968,19,0.306451613,26,0.419354839,78,1.258064516,0,0,0,5,0.080645161,5,0.080645161,0,0,0,0,61,0.983870968,64,1.032258065
Brandon Tanev,PIT,LW,80,14,0.175,15,0.1875,29,0.3625,9,0.1125,41,0.5125,127,1.5875,0,0,0,0,0,0,0,2,0.025,1,0.0125,278,3.475,81,1.0125
Kyle Okposo,BUF,RW,78,14,0.179487179,15,0.192307692,29,0.371794872,-9,-0.115384615,41,0.525641026,147,1.884615385,2,7,0.08974359,4,0.051282051,11,0.141025641,0,0,0,0,87,1.115384615,27,0.346153846
Loui Eriksson,VAN,RW,81,11,0.135802469,18,0.222222222,29,0.358024691,-11,-0.135802469,22,0.271604938,107,1.320987654,2,1,0.012345679,2,0.024691358,3,0.037037037,0,0,0,0,3,0.037037037,28,0.345679012
Devin Shore,ANH,C,76,10,0.131578947,19,0.25,29,0.381578947,-12,-0.157894737,13,0.171052632,82,1.078947368,4,2,0.026315789,3,0.039473684,5,0.065789474,2,0.026315789,0,0,94,1.236842105,64,0.842105263
Evan Rodrigues,BUF,C,74,9,0.121621622,20,0.27027027,29,0.391891892,-7,-0.094594595,25,0.337837838,168,2.27027027,1,2,0.027027027,2,0.027027027,4,0.054054054,0,0,3,0.040540541,33,0.445945946,33,0.445945946
Connor Brown,OTT,RW,82,8,0.097560976,21,0.256097561,29,0.353658537,11,0.134146341,16,0.195121951,85,1.036585366,0,0,0,1,0.012195122,1,0.012195122,0,0,3,0.036585366,35,0.426829268,37,0.451219512
Mikko Koivu,MIN,C,48,8,0.166666667,21,0.4375,29,0.604166667,-2,-0.041666667,22,0.458333333,89,1.854166667,0,2,0.041666667,10,0.208333333,12,0.25,0,0,1,0.020833333,13,0.270833333,32,0.666666667
Brett Pesce,CAR,D,73,7,0.095890411,22,0.301369863,29,0.397260274,35,0.479452055,24,0.328767123,98,1.342465753,2,0,0,0,0,0,0,0,0,2,0.02739726,53,0.726027397,131,1.794520548
Dmitry Orlov,WAS,D,82,3,0.036585366,26,0.317073171,29,0.353658537,3,0.036585366,33,0.402439024,101,1.231707317,0,0,0,1,0.012195122,1,0.012195122,0,0,0,0,137,1.670731707,103,1.256097561
Colin Miller,BUF,D,65,3,0.046153846,26,0.4,29,0.446153846,0,0,44,0.676923077,131,2.015384615,0,1,0.015384615,12,0.184615385,13,0.2,0,0,0,0,122,1.876923077,64,0.984615385
Ryan Murray,CLS,D,56,1,0.017857143,28,0.5,29,0.517857143,20,0.357142857,10,0.178571429,71,1.267857143,0,0,0,1,0.017857143,1,0.017857143,0,0,0,0,27,0.482142857,93,1.660714286
Anthony Beauvillier,NYI,LW,81,18,0.222222222,10,0.12345679,28,0.345679012,1,0.012345679,8,0.098765432,156,1.925925926,4,1,0.012345679,1,0.012345679,2,0.024691358,0,0,0,0,87,1.074074074,35,0.432098765
